HGT,Seed,Raw_Multi_AMR,Proc_Multi_AMR,Combined_Multi_AMR
0.2,8,0.3181818181818182,0.43478260869565216,0.37648221343873517
0.2,9,0.46153846153846156,0.38202247191011235,0.42178046672428693
0.2,10,0.39759036144578314,0.31958762886597936,0.3585889951558813
0.2,11,0.3176470588235294,0.42105263157894735,0.36934984520123837
0.2,12,0.4,0.3888888888888889,0.3944444444444445
0.2,13,0.33707865168539325,0.4065934065934066,0.37183602913939995
0.2,14,0.5444444444444444,0.4111111111111111,0.47777777777777775
0.2,15,0.30526315789473685,0.38823529411764707,0.34674922600619196
0.2,16,0.2702702702702703,0.3584905660377358,0.3143804181540031
0.2,17,0.3645833333333333,0.47619047619047616,0.42038690476190477
0.2,18,0.26744186046511625,0.3617021276595745,0.3145719940623454
0.2,19,0.42857142857142855,0.4895833333333333,0.45907738095238093
0.2,20,0.39361702127659576,0.3372093023255814,0.36541316180108857
0.2,21,0.41414141414141414,0.3950617283950617,0.4046015712682379
0.2,22,0.3888888888888889,0.5111111111111111,0.44999999999999996
0.2,23,0.35802469135802467,0.3434343434343434,0.3507295173961841
0.2,24,0.375,0.41304347826086957,0.3940217391304348
0.2,25,0.45054945054945056,0.4157303370786517,0.43313989381405116
0.2,26,0.2872340425531915,0.4186046511627907,0.3529193468579911
0.2,27,0.5581395348837209,0.3617021276595745,0.45992083127164773
0.2,28,0.36666666666666664,0.2222222222222222,0.2944444444444444
0.2,29,0.4157303370786517,0.34065934065934067,0.3781948388689962
0.2,30,0.42857142857142855,0.42696629213483145,0.42776886035313
0.2,31,0.29347826086956524,0.375,0.3342391304347826
0.2,32,0.44680851063829785,0.3953488372093023,0.42107867392380005
0.2,33,0.3793103448275862,0.3225806451612903,0.3509454949944383
0.2,34,0.40404040404040403,0.4074074074074074,0.4057239057239057
0.2,35,0.37373737373737376,0.41975308641975306,0.39674523007856344
0.2,36,0.336734693877551,0.34146341463414637,0.3390990542558487
0.2,37,0.47191011235955055,0.43956043956043955,0.4557352759599951
0.2,38,0.39473684210526316,0.36538461538461536,0.38006072874493924
0.2,39,0.47619047619047616,0.375,0.4255952380952381
0.2,40,0.24096385542168675,0.4020618556701031,0.3215128555458949
0.2,41,0.4,0.35555555555555557,0.37777777777777777
0.2,42,0.38372093023255816,0.3723404255319149,0.37803067788223654
0.2,43,0.2631578947368421,0.3411764705882353,0.3021671826625387
0.2,44,0.367816091954023,0.3655913978494624,0.3667037449017427
0.2,45,0.38372093023255816,0.26595744680851063,0.3248391885205344
0.2,46,0.3229166666666667,0.2976190476190476,0.31026785714285715
0.2,47,0.35555555555555557,0.32222222222222224,0.3388888888888889
0.2,48,0.42857142857142855,0.4044943820224719,0.4165329052969502
0.2,49,0.41379310344827586,0.46236559139784944,0.43807934742306265
